,Telephones - fixed lines,Telephones - mobile cellular,Internet users,Broadband - fixed subscriptions,GDP (purchasing power parity),GDP - real growth rate,GDP - per capita (PPP),Gross national saving,Industrial production growth rate,Labor force,Unemployment rate,Distribution of family income - Gini index,Taxes and other revenues,Budget surplus (+) or deficit (-),Public debt,Inflation rate (consumer prices),Central bank discount rate,Commercial bank prime lending rate,Stock of narrow money,Stock of broad money,Stock of domestic credit,Market value of publicly traded shares,Current account balance,Exports,Imports,Reserves of foreign exchange and gold,Debt - external,Stock of direct foreign investment - at home,Stock of direct foreign investment - abroad,Electricity - production,Electricity - consumption,Electricity - exports,Electricity - imports,Electricity - installed generating capacity,Electricity - from fossil fuels,Electricity - from nuclear fuels,Electricity - from hydroelectric plants,Electricity - from other renewable sources,Crude oil - production,Crude oil - exports,Crude oil - imports,Crude oil - proved reserves,Refined petroleum products - production,Refined petroleum products - consumption,Refined petroleum products - exports,Refined petroleum products - imports,Natural gas - production,Natural gas - consumption,Natural gas - exports,Natural gas - imports,Natural gas - proved reserves,Carbon dioxide emissions from consumption of energy,Area,Military expenditures,Population,Median age,Population growth rate,Birth rate,Death rate,Net migration rate,Maternal mortality rate,Infant mortality rate,Life expectancy at birth,Total fertility rate,Obesity - adult prevalence rate,Children under the age of 5 years underweight,Education expenditures,"Unemployment, youth ages 15-24",Airports,Railways,Roadways,Merchant marine,DiffExportImports,NetworkByArea,DiffBirthvsDeath,EnergyResoursesDiffExportImport
Stock of direct foreign investment - abroad,0.4907699970435231,0.19923812065808488,0.2976259235274904,0.32439348920227096,0.4898343236512268,-0.04194957557488244,0.39713080257310746,0.1531570303188477,-0.013879385436879457,0.19029141125048166,-0.1579761425800755,-0.09662884468265691,0.13030465160488372,0.13585630024100911,0.18918645681361315,-0.03680121412813554,-0.27481795602361236,-0.2571690405794543,0.43817430177331257,0.4386368945057898,0.5569469348550321,0.6541440409345864,0.7414970298303735,0.6257807318901415,0.6922762280062996,0.21892941695571236,0.8136910859692494,0.9749209202441164,1.0,0.4640890620280051,0.46705274199551217,0.3928994447396322,0.636220319985881,0.4611935401374463,-0.0538630444543063,0.21247887676163385,-0.15027650084243893,0.29571155745629746,0.30694936369509207,0.04168639431963594,0.5956574203884001,-0.010649595915524421,0.5988486411630503,0.5976697257716463,0.7193640087752037,0.774556193872437,0.45144622347309776,0.5624825210481991,0.31326001243662194,0.6191612067188756,-0.013308536276804868,0.36928329132086163,0.2813381265368775,-0.03440136290268807,0.1710476873713431,0.31811567000302116,-0.09095072114294521,-0.22181123914390924,0.1063596540080304,0.2089656945480639,-0.14286723010437996,-0.23606105817783232,0.302539905664006,-0.16700904503199218,0.07729183996299685,-0.15659956312179915,0.031085846195265592,-0.15295218052951795,0.5524813709611159,0.5835944575579773,0.49461642503727504,0.23350910509237804,-0.2799827786299956,0.48298002415700014,-0.22679055900052594,-0.18107892698530184
Electricity - production,0.9604017512844002,0.8179869392216431,0.9219164505317851,0.9340873344631633,0.9868766380634919,0.02652721761133739,0.12458502425135994,0.18982200564509336,0.009110375899400117,0.8401953195805911,-0.1070098078702385,0.05459763592559712,-0.057519076349855126,0.022301951536436507,0.06904304121917827,-0.009948173594060918,-0.124976770004313,-0.11060833059965013,0.8388309121467604,0.8388735729102949,0.9492476448585777,0.7622637216274625,0.7040280749485109,0.8823397160864805,0.9036665060341348,0.7969772077749822,0.5569786045187236,0.46575093160416114,0.4640890620280051,1.0,0.9994271500881324,0.24276741239244318,0.4109690630004054,0.9983515225759619,-0.00018072058499307906,0.1405792143071258,-0.06958945518379026,0.07802533320698221,0.523822443616858,0.15001079773905115,0.8991620474770021,0.12658563385729987,0.8977029024992625,0.916352991713807,0.5938420851553032,0.5440321192535363,0.5798761690108137,0.7256416850701382,0.2607231687528026,0.6405526585471889,0.16559288609590453,0.9795917544395991,0.6129183523438959,0.08080526827006627,0.7751016447210809,0.18893823248564384,-0.10475499944104387,-0.16316060397028898,0.0355865071998005,0.0649041883087647,-0.12645543474655424,-0.13245269365008217,0.1455155845589546,-0.14663213946553608,-0.011616038868702832,-0.12674736858113514,0.02859212294484823,-0.08175540126494694,0.5741219578817143,0.8379801118003241,0.8904351009354633,0.4179547362619436,-0.13364280006580673,0.0703110192752837,-0.16707924264945345,-0.23240993204749996
Electricity - consumption,0.9612458483587745,0.8063276202992066,0.9143957166705082,0.9369053179119612,0.9845968304164012,0.02615881914413314,0.12525672269344884,0.18882332032028115,0.003580197283498641,0.8303096238060018,-0.10651118968808514,0.055451760743225595,-0.0533764506404942,0.027983744316517165,0.06978961723179732,-0.013955344212299726,-0.1282986426616901,-0.11341879998215958,0.8420004441988616,0.8420414972678161,0.9536337736653034,0.7677538949227115,0.706137573716074,0.8824582201116525,0.9044196963115012,0.7971949207418777,0.5605984137274389,0.4674894458376753,0.46705274199551217,0.9994271500881324,1.0,0.2280001729632896,0.4145153894405126,0.9983169289334791,0.004100158260359983,0.13624589511504073,-0.07396495063215074,0.07984390311530291,0.517630532297695,0.14042266312994695,0.8980679871895406,0.11487969256952962,0.8970845825761128,0.9162259385312301,0.5906227081670765,0.543326703118262,0.5767775685005926,0.7242584218450966,0.2527488488975316,0.6394759258053497,0.1569733138856641,0.9793515421019873,0.602434436069871,0.07944207970766906,0.7615912531849958,0.18881366692055712,-0.10510141227381287,-0.16191135690614042,0.03716094004439453,0.06332259586526345,-0.12455005223350019,-0.13250363685920963,0.1447428328086318,-0.14510953612851646,-0.007931194897577595,-0.13105936817434916,0.028902973658711164,-0.08079877857193193,0.5761880481370071,0.834997877174035,0.8822229104701975,0.4176911647912489,-0.1363343553291839,0.07254006419318906,-0.16629619987585512,-0.2440756751647917
Electricity - exports,0.3011884559166558,0.13489777539959247,0.1960062059861552,0.21260399802681804,0.24018479725192873,0.004459611723235358,0.24807828191303383,0.14032834671130204,0.014199047475156724,0.13759909545044213,-0.1171922270141804,-0.2126587743674116,0.19472589736212073,0.11514351725985511,0.0625285127439151,-0.03679785247333434,-0.23189690570134247,-0.21112604567526788,0.3067611887637631,0.30698273954244965,0.271702895776563,0.14724334825261326,0.38437496375550184,0.4770886035552557,0.42629075797460597,0.18751478914456432,0.3508213347099587,0.37256485604464407,0.3928994447396322,0.24276741239244318,0.2280001729632896,1.0,0.40592825304709734,0.2416647771968304,-0.2822412050227897,0.46397502116644845,0.0858431152203492,0.2210682162694938,0.14766024823459012,0.12033374412588993,0.25626239229542885,0.1371231498223942,0.2094791752515986,0.22182193305366218,0.2409748565864069,0.30136606914314634,0.16156886656919375,0.22293907499370247,0.27678135264380227,0.47489583462402307,0.07141965704104203,0.19395891888967962,0.26381861759977604,-0.08500044887507426,0.1197608760023481,0.36170497714299166,-0.1869163447173108,-0.2610166401496429,0.19126255118200283,0.12519588360770176,-0.2007164034883313,-0.22761704791195755,0.2670519082997597,-0.22004106110764043,0.07389574204972642,-0.17962132411856732,0.10836919101310141,-0.04940686877514753,0.13685209516656466,0.27841586672186747,0.2344693149941467,0.04075520878458232,0.14879840260075824,0.23410672655204498,-0.30504315118933467,0.15049744437364135
Electricity - imports,0.455381653881966,0.20265078421940164,0.28033347932249175,0.26174417057283067,0.45667559465095603,-0.027654696510778964,0.3031733353757875,0.10733304126072081,-0.0006883255771064915,0.16828701049574485,-0.10162489560472918,-0.18458982227708365,0.2068009560371856,0.1117924319550974,0.16097972155610005,-0.0444237281833655,-0.30374832973354426,-0.15742074784797858,0.3212024537773856,0.32145758708443867,0.4626269083084261,0.6099557788145671,0.6255377495185811,0.5239635494226015,0.6139191414778331,0.14963055191212418,0.7189229068512863,0.6302150639540002,0.636220319985881,0.4109690630004054,0.4145153894405126,0.40592825304709734,1.0,0.4131610947903239,-0.18688620961049848,0.3651114738103775,-0.035271464507670644,0.30567395151136995,0.3234740090969707,0.047088326122220824,0.5286361246337912,-0.021497821918002934,0.5787822144970268,0.5705133379629299,0.5539320059704549,0.5086520034107663,0.41077018422683526,0.5327375276748947,0.18497568301856177,0.5332782998088562,-0.016652825647868158,0.2963853771678165,0.2904874118433059,-0.055005885113587255,0.16739183967421012,0.41527456479286556,-0.21686044140713231,-0.3039903727394487,0.22452096317770465,0.14813725308866532,-0.23563579433983922,-0.2627259318122818,0.30141498102199843,-0.25069381508149313,0.12961984705192847,-0.1414269708099156,0.14281639698031848,0.022467051739774313,0.6436658912667106,0.5782679041786889,0.5357169557218526,0.15494119783451785,-0.3534852964283677,0.3524036636817985,-0.3557626170546038,-0.3437973153927477
Electricity - installed generating capacity,0.9654316095615322,0.8206701360793239,0.9263824954993024,0.9442732372036199,0.9865437492905481,0.02515175000940166,0.13941054548815895,0.189835533178922,0.010602013947641226,0.8456465615211941,-0.10501246470406578,0.04881662723291284,-0.0511079359290553,0.022590044646004975,0.07995729624269643,-0.009518694731496765,-0.12804356336231276,-0.1128353291955388,0.8547390492879965,0.8547766237435601,0.9546682619954006,0.7489466414907633,0.703618432014922,0.8897631291807401,0.9043762394864686,0.8096983110685527,0.5505066641912005,0.4634693680800618,0.4611935401374463,0.9983515225759619,0.9983169289334791,0.2416647771968304,0.4131610947903239,1.0,-0.0022391486855492288,0.13039533874052842,-0.07190461089876737,0.09150492365350166,0.5008909860775471,0.13199708781299024,0.8963947821753161,0.1139688554629147,0.8837910189475451,0.904985557323262,0.5712235669284255,0.5408147307567376,0.5527320303844148,0.705988824210803,0.23857152539147033,0.6543048738723591,0.15190911408033533,0.9825240795815232,0.5905984215987475,0.07349532467042885,0.77783179164807,0.19684569749526995,-0.10705296514967123,-0.1662846317824427,0.04139329200860538,0.0672545110699474,-0.1266818230187499,-0.13475063928295494,0.15038137848503202,-0.1483413280632577,-0.014535367880245221,-0.12622185807644856,0.025360367029388473,-0.07498761480133675,0.5516886704689203,0.8205954978172354,0.8802487657156366,0.41713921347587973,-0.11031596213863708,0.08168304020847558,-0.17170388990759977,-0.2593273822740021
Electricity - from fossil fuels,-0.019789015392931104,0.020683468466140723,0.003924513585361155,-0.011147430770262139,0.008603035636671311,-0.0047724077070340175,0.03221085724061271,-0.04223919660234617,-0.06657630193009258,-0.0010188998343296607,0.08345816488771512,0.10095633936891875,-0.02285670837953209,0.028474449459185123,0.03259662635821739,-0.01928439781408937,-0.04432417265179222,-0.13234524310419377,-0.020624167899361823,-0.0219305929807966,-0.01567183036937185,0.025645236246186587,-0.003152232646951757,-0.027291095459906226,-0.03005235617418776,0.0034152204988686908,-0.07068835574682313,-0.01742390914117692,-0.0538630444543063,-0.00018072058499307906,0.004100158260359983,-0.2822412050227897,-0.18688620961049848,-0.0022391486855492288,1.0,-0.2115158258200065,-0.8482072362191039,-0.32394341765748486,0.10577796756224689,0.10213935296580827,0.008897927947589517,0.09930246942856051,0.028827890155962918,0.031115213525329855,0.07384513746504252,0.04098255677590338,0.0754960817775788,0.068518580889669,0.029030079372185498,-0.021808174211176888,0.12570164337665957,0.027326330626426143,-0.03680202139033915,0.35498032040303823,0.004156092387718604,-0.04910584003578178,-0.03318726089390363,-0.04091975681004,-0.21554147290481065,-0.08671502737898008,0.020296214376485728,-0.023304459709131316,0.054850006391126735,-0.07281152928816817,0.2178422134470067,-0.03246356077020279,-0.06679845185488824,0.06484806207299512,-0.03905745383493134,0.03963668389323883,-0.02116384248161817,0.03517696824388266,0.011584852966849373,0.02877217035099548,0.021339340722102872,-0.007081008296640254
Electricity - from nuclear fuels,0.1957144698613919,0.04940698692232484,0.09355263054616113,0.10035267848097816,0.13915627313316023,-0.008546681735021114,0.25467282948998365,0.11852908467840098,0.01124286039773981,0.03972243682084861,-0.10961144149141454,-0.33894494195672953,0.19962986704455926,0.1019022180298283,0.08031694121521135,-0.03358907147904952,-0.2164043790770149,-0.2422873687332028,0.15015647411439598,0.1504577611740506,0.16024101759645887,0.13106584113887323,0.16548541247871143,0.25911841960023707,0.2679366321362408,0.11112017699643091,0.2845102132377406,0.20239469329687276,0.21247887676163385,0.1405792143071258,0.13624589511504073,0.46397502116644845,0.3651114738103775,0.13039533874052842,-0.2115158258200065,1.0,-0.06958979173973502,0.14424714264496144,0.07223287178531024,0.020879939823176097,0.21121955301811723,-0.004683294451393602,0.17104362897211356,0.16013832548375567,0.22212293075787157,0.2522140534334926,0.11388390675323924,0.16797604737932081,0.08760873537272808,0.2736874443690664,0.05902163570945588,0.08803460772359935,0.10710145154783657,0.018692049883818392,0.03868624425318424,0.3965595378833802,-0.2293053832080689,-0.29385404820634703,0.25544668643237894,0.12611775873926628,-0.19888120934895737,-0.25884414379689413,0.27306565661283616,-0.23508205835966964,0.06413422573066294,-0.14956818814547274,0.10964061940345562,-0.0006961209378135496,0.11170063493883357,0.17283900388067477,0.16326561548655455,0.032668596527670485,-0.04830357514851028,0.36677977792158944,-0.35478823431070655,-0.0482045489301014
Electricity - from hydroelectric plants,-0.08838389766755865,-0.05614588758446124,-0.06259072530695466,-0.0538833276095179,-0.09017028077185946,0.028586502238453666,-0.21715266015148119,-0.0013915944131725835,0.07477976096793294,-0.03158301182797483,0.006232091887169098,0.10300014701903007,-0.12352455919110628,0.05652714683936062,-0.09043598441346082,0.06661739357969515,0.2533939692762891,0.31358258567900954,-0.09257474099361832,-0.09143527632757255,-0.08880022656037798,-0.10732725743284223,-0.1280499224911083,-0.13247447051077071,-0.1268121078059237,-0.06006326345078266,-0.12245848919600683,-0.16182891943525013,-0.15027650084243893,-0.06958945518379026,-0.07396495063215074,0.0858431152203492,-0.035271464507670644,-0.07190461089876737,-0.8482072362191039,-0.06958979173973502,1.0,-0.18381924360548865,-0.07641318182190443,-0.04083284029996203,-0.13198964680624328,-0.03491477144837225,-0.10280230474806347,-0.10553343041364965,-0.15454737545456393,-0.17995893078454195,-0.07614963677106362,-0.11809005507272699,-0.027153187528269403,-0.16588029506783877,-0.07692624108010969,-0.07878144900183483,0.03550245016845278,-0.2446870208626962,-0.032340301466908895,-0.17711423570945756,0.16014315087658315,0.217899607506738,0.13494214582271755,0.02163320620936821,0.13182698930607362,0.22513636399665327,-0.2712849142177627,0.2135362512914992,-0.307051304719577,0.016644927783528062,-0.025745134898278035,-0.03554744942653976,-0.001266348816600252,-0.12613876332161747,-0.06139869500116527,-0.06273296243347326,-0.011366289357766101,-0.34862444360624467,0.17170352274552583,0.12305188176012398
Electricity - from other renewable sources,0.12853940211573223,0.048656479963174515,0.07589658118989494,0.08631248382081423,0.10149782189829432,-0.0445805317768532,0.25565587369213383,0.04187911434462903,-0.027081365908829848,0.04950054336517285,-0.13041434092444332,-0.25146110663744226,0.23855301003583676,-0.21925545693443005,0.07486513887080848,-0.07893994982969353,-0.3573528122612492,-0.24231018756884556,0.16192183569171248,0.1624814979750119,0.13846150714592198,0.08655660345939603,0.18944996542595924,0.20836222978302874,0.1988134785692591,0.06422591701512644,0.26804281837092786,0.2699691454437588,0.29571155745629746,0.07802533320698221,0.07984390311530291,0.2210682162694938,0.30567395151136995,0.09150492365350166,-0.32394341765748486,0.14424714264496144,-0.18381924360548865,1.0,-0.1051174453644855,-0.14704958260764392,0.15437814670476002,-0.14152433853204574,0.06981322870996241,0.07454403332253776,0.0544973957732284,0.15871666983366345,-0.05804117623660168,0.016603308881936733,-0.045624614936594525,0.2562708174148651,-0.1315426898799413,0.0618071777266345,-0.04063630303491431,-0.24543320440964392,0.040954991346107306,0.28474998255648826,-0.15280722023039636,-0.22040056127934918,0.07893318636576475,0.08200128554201033,-0.21238750606361093,-0.28150124353595224,0.3021419353995807,-0.16758170736106065,0.13372424000348937,0.07279023053401369,0.13305973305379834,-0.06264035947746961,0.03386440159964997,0.08767181483709605,0.09560331494310896,0.03354817385061679,0.020055535048568263,0.4392651985944673,-0.2343342999366071,-0.20899334411061293
Crude oil - production,0.47018843614877276,0.3158997218617445,0.38236365501170344,0.35272911579339605,0.5187238490256756,-0.058594951506999414,0.24311255518387734,0.14270791524423665,-0.06242259650467679,0.2803615817241038,-0.09262425997310271,0.09802477184752856,-0.06174368013620415,-0.03134074866151079,-0.1033071794552094,0.045332057665275344,-0.02426736105473511,-0.016803289777962842,0.28332183039845027,0.2835678653838858,0.4242361513046832,0.5353051106257423,0.44968232827877375,0.4287479694603734,0.48369400352342146,0.2888644877205277,0.4338333396207528,0.32181595586991196,0.30694936369509207,0.523822443616858,0.517630532297695,0.14766024823459012,0.3234740090969707,0.5008909860775471,0.10577796756224689,0.07223287178531024,-0.07641318182190443,-0.1051174453644855,1.0,0.8382066894980497,0.4051079940515501,0.7223453972211721,0.6908282495795576,0.6671308971506612,0.7371810861786149,0.3514278093585375,0.8281426179155663,0.8046612700397531,0.5785013285538063,0.26927890931701043,0.60764046456275,0.4612665595329105,0.7117303893284275,0.39860670536345544,0.2706769668406528,0.09747244048817659,-0.001683785982393982,-0.10417129358444832,-0.08703514983856032,0.10499291218634184,-0.12682432617234732,-0.11968642202657537,0.11585728683625578,-0.08965992762264696,0.19740720143020218,-0.17336574633287544,0.005131319185979084,-0.008683445269811038,0.5855667255801137,0.6666931554851767,0.5269217443385853,0.22866180462303548,-0.2230094091503299,-0.15424356715020368,-0.0757409808344561,0.24055998056775962
Crude oil - exports,0.11129399293359296,0.07812229485363091,0.09803409657096106,0.059534226823729004,0.14686373003123124,-0.11688809064232299,0.2318137198599703,0.11933176679439313,-0.10076655510347308,0.050803438461782986,-0.06806296733717355,0.06328854291984613,-0.02560245621411522,-0.06262450033792595,-0.14097445536977235,0.1295112079760225,0.04120360791108629,-0.004223030154069654,0.03433421477999487,0.03466138988120287,0.060387326969154914,0.08959970843663956,0.10842199552223933,0.1443447107249741,0.12447362012087719,0.13152048793055401,0.09507391119200943,0.08354574551760557,0.04168639431963594,0.15001079773905115,0.14042266312994695,0.12033374412588993,0.047088326122220824,0.13199708781299024,0.10213935296580827,0.020879939823176097,-0.04083284029996203,-0.14704958260764392,0.8382066894980497,1.0,0.02763500475377768,0.7518037606965035,0.26628726108216,0.25480082961793643,0.4449616079043241,0.15511594336380402,0.49309469043549586,0.4127396155384829,0.48169812367331105,0.06418941309968237,0.545963907929562,0.13297126458239847,0.4806349720861509,0.42415269108390874,0.058688980408809634,0.036683213110563204,0.058140186864260285,-0.04753008112924318,-0.1254374495449039,0.11082181770462998,-0.08343097392053389,-0.06991152467185613,0.07786631542504648,-0.029057260807459608,0.17703319134624965,-0.09190934225216378,0.01220368083214529,-7.109916553131446e-05,0.17682314065342464,0.22701351246012674,0.13430411343474474,0.07711864493724986,0.06096477635478565,-0.19027006011017567,-0.010407218932824943,0.36542772789994143
Crude oil - imports,0.8785485793566628,0.7363726454668448,0.8123577352268584,0.7535678600701975,0.924685607475613,0.018709945270903847,0.21757103904566713,0.19358272378389657,0.015195852004983433,0.7283014716946968,-0.1256412349329385,-0.014262231873045901,-0.030320241828149276,0.05098565504922492,0.18897958547414703,-0.030735209849016985,-0.2158571447432373,-0.19844603564303037,0.8065065010445295,0.8065571031812733,0.9120004389718261,0.8390630795043612,0.8328925579332344,0.8616595280190881,0.925428364985537,0.6482760982802908,0.6970921970723755,0.5609328163029522,0.5956574203884001,0.8991620474770021,0.8980679871895406,0.25626239229542885,0.5286361246337912,0.8963947821753161,0.008897927947589517,0.21121955301811723,-0.13198964680624328,0.15437814670476002,0.4051079940515501,0.02763500475377768,1.0,0.012286663039527536,0.9077766009815309,0.9178159990746557,0.6938378006589463,0.6876944834054624,0.515193422853982,0.7068272264176364,0.19174421847035783,0.7580839384126238,0.008060537122396039,0.8322748509815346,0.4495264476686439,0.04795723903607112,0.7081503047937795,0.27513435669157227,-0.1379258940213903,-0.22132049495929842,0.06437775096001676,0.1003800644367912,-0.14924810693277288,-0.1730751093756808,0.22240947172213776,-0.18945425972122407,-0.03827003785696758,-0.10754510865553431,0.01803170428198448,-0.09862146109278071,0.6286040114416577,0.8339733427246209,0.8985487638620563,0.44338061620454894,-0.28275640730435714,0.2545420564435935,-0.23114900469184613,-0.3900197262471394
Crude oil - proved reserves,0.09617925899197648,0.06140520557103332,0.0864505310997271,0.061830049334230495,0.11099849309840598,-0.12728873931336637,0.16377863773647602,0.08403626397857585,-0.030706045279852802,0.05129357325380611,0.022706384985865195,0.04056689186152283,0.04515755873767815,-0.23586409931532695,-0.12202024636634379,0.568314037236677,0.18362528693811953,0.03699374089888056,0.048239701518952224,0.048481288132183525,0.050549914503763435,0.04392169043510613,0.051887236191490965,0.11093490469954773,0.08507554159412098,0.11887126785841552,0.0056444219701209134,0.013221335800518466,-0.010649595915524421,0.12658563385729987,0.11487969256952962,0.1371231498223942,-0.021497821918002934,0.1139688554629147,0.09930246942856051,-0.004683294451393602,-0.03491477144837225,-0.14152433853204574,0.7223453972211721,0.7518037606965035,0.012286663039527536,1.0,0.2768094173604865,0.27281561591120307,0.4093897223836927,0.08847611100881443,0.3761261314465306,0.39034981246324746,0.2021670842108052,0.02967686965916531,0.44083111263604363,0.11478007086995197,0.3042427435717021,0.29169861566670385,0.05351605540785977,0.030223031864785754,0.0441982699826719,-0.05854765552532581,-0.1949130916986991,0.07399177055876215,-0.09509910598503268,-0.09512678583255076,0.11102657369540574,-0.059607426570285116,0.19424484532726902,-0.14211733462137888,0.0660957049150822,0.029657411919046965,0.1822769158298144,0.19271079976086689,0.08700315650608366,0.013710451983021555,0.18889604687174172,-0.1666397162511508,-0.001207479796498977,0.19208336551552818
Refined petroleum products - production,0.8516997645803225,0.6416859748203132,0.7377348936885975,0.6990264581516139,0.9078424877616063,-0.010153915660296529,0.217476845296468,0.1576215571015128,-0.0195989058730047,0.6209411170235761,-0.11646753799175548,0.04944008317364284,-0.05994422347362269,0.020576413518105015,0.08609097077830043,0.008422495320658984,-0.13990562501069745,-0.11175814280764831,0.6824213402127635,0.6825179542160241,0.8631097594938862,0.9202823171438484,0.8252765959991095,0.7941437480734945,0.8950667102758051,0.541395524844737,0.7490768926599783,0.5722503354133417,0.5988486411630503,0.8977029024992625,0.8970845825761128,0.2094791752515986,0.5787822144970268,0.8837910189475451,0.028827890155962918,0.17104362897211356,-0.10280230474806347,0.06981322870996241,0.6908282495795576,0.26628726108216,0.9077766009815309,0.2768094173604865,1.0,0.9893718892767944,0.8301896390826901,0.6247507695838734,0.7899469380451885,0.9120329413806736,0.3973618231027382,0.6315088993789253,0.24029093137242233,0.8068920774238725,0.6559591399008632,0.1549271541727417,0.5949621614070939,0.22122454918846796,-0.10794201759760093,-0.1905295053290317,0.03386428385599378,0.09580515766155043,-0.14705422920596883,-0.1647103169652027,0.182588572503636,-0.1665008236002716,0.05938001973197792,-0.1415769970289965,0.022117235194127654,-0.07301502656199958,0.8179189924966607,0.9538855599334153,0.9117211156249055,0.4117289934100704,-0.41005213946482627,0.09131001245452743,-0.19291753581668214,-0.1814978703984213
Refined petroleum products - consumption,0.8777458064128694,0.6638657430280774,0.7628040048707222,0.73219543378644,0.9302891760049006,4.550386972141245e-05,0.22018732235470648,0.16199382880976654,-0.019397289459111722,0.6471300502845031,-0.12106688799949346,0.06707364718306776,-0.058728927575576566,0.029601240290898986,0.09397327017840054,-0.0036235802471970887,-0.1493340586740067,-0.11061879587943901,0.7182854947095731,0.7183712144808608,0.8927757443830617,0.9275714931808205,0.8361137991956484,0.823089449687226,0.9202576546296662,0.5780531091243811,0.7537437459754177,0.5758637900625143,0.5976697257716463,0.916352991713807,0.9162259385312301,0.22182193305366218,0.5705133379629299,0.904985557323262,0.031115213525329855,0.16013832548375567,-0.10553343041364965,0.07454403332253776,0.6671308971506612,0.25480082961793643,0.9178159990746557,0.27281561591120307,0.9893718892767944,1.0,0.7908533812173356,0.6603292346532189,0.7378071938749652,0.8802254354673384,0.3376888970390825,0.6537324081566134,0.176846575001458,0.8294819976405151,0.6264798546909591,0.1439220203416146,0.6169621931521301,0.2146367577509562,-0.10249748723641137,-0.1884487706706592,0.004675694711736097,0.09272700672451033,-0.1488803272125919,-0.16495363399260413,0.193171948961096,-0.166669257853383,0.06827112590854384,-0.14231892613633923,0.031237284533444105,-0.07802078912179547,0.8135690997478988,0.9471484922091261,0.9176886150738592,0.4292130441909301,-0.3989437194675045,0.0850223779882231,-0.18261078905078867,-0.23488956122218888
Refined petroleum products - exports,0.540759055977485,0.35112017307792276,0.4181685088506452,0.3525144445048625,0.6132640515999799,-0.046916742126231585,0.40431588853534106,0.2132573117551033,-0.03893876497613156,0.3076972165951866,-0.15075775319519436,-0.021961733831862076,-0.005590512894854839,0.040923306856556235,0.05916821810020798,0.00805138472720789,-0.18107768642863759,-0.19004016253264325,0.38110719154051775,0.3813271981599796,0.5602238338848475,0.7506093368350323,0.7186379509213212,0.6050386993544942,0.702508724759516,0.25496175479402067,0.7170601570571379,0.7134102115769021,0.7193640087752037,0.5938420851553032,0.5906227081670765,0.2409748565864069,0.5539320059704549,0.5712235669284255,0.07384513746504252,0.22212293075787157,-0.15454737545456393,0.0544973957732284,0.7371810861786149,0.4449616079043241,0.6938378006589463,0.4093897223836927,0.8301896390826901,0.7908533812173356,1.0,0.7447762132777486,0.8009295010464602,0.8465497755269026,0.5510868919017254,0.5211785819580342,0.34361652111502167,0.4897891998529472,0.5747393713763402,0.2746103272798356,0.31543299443087464,0.28933553552852354,-0.1073335755820488,-0.2546834082409454,0.00499485144485422,0.17131618495035056,-0.19088155422126812,-0.2328929183924199,0.2654070580338037,-0.21873556199542596,0.12162757143568094,-0.13645626587095785,0.025996089646865114,-0.09419287030718698,0.7107554862982525,0.8113832918042624,0.670309828594918,0.3389318952696747,-0.38531401820624767,0.19969414895133547,-0.2463951224377654,0.02613334231793085
Refined petroleum products - imports,0.5886287271094536,0.4023552903232874,0.4685485961067464,0.4269629635230972,0.5946201381761806,0.01679575869683504,0.4219123562101374,0.25418277289519464,0.010091030391607737,0.3747103861425977,-0.1777274958627687,-0.04362914639319211,0.03193556419312368,0.10258273472632486,0.20713633803764758,-0.041729076323046725,-0.25758606695662956,-0.2223222945202902,0.5289417097738162,0.5290998472429954,0.6029488308928993,0.5975042352170182,0.7184917797645418,0.7158712106493401,0.7430656271330288,0.4106487248867217,0.665356522269805,0.7986848689768128,0.774556193872437,0.5440321192535363,0.543326703118262,0.30136606914314634,0.5086520034107663,0.5408147307567376,0.04098255677590338,0.2522140534334926,-0.17995893078454195,0.15871666983366345,0.3514278093585375,0.15511594336380402,0.6876944834054624,0.08847611100881443,0.6247507695838734,0.6603292346532189,0.7447762132777486,1.0,0.38032990684292856,0.5340372701087114,0.22824636169061147,0.7130059551993168,0.006358743336071794,0.47864196172012763,0.3141684534290226,0.10101930406575545,0.36916585097884624,0.33055308254682975,-0.12531049381918236,-0.28920639584943825,-0.04238577656058607,0.1752406030753857,-0.21916960268105815,-0.26516800588102635,0.35898891021638785,-0.2581312140126149,0.024692003025355402,-0.15021157522078665,0.04278563538483219,-0.11611961875320534,0.48289079297272447,0.6341620885582382,0.5587225272040884,0.4645646820196194,-0.1438674396171909,0.4329343943554986,-0.2662827347978959,-0.3111504930558264
