Topic,Video_Title,Video_ID,Published_At,duration,viewCount,likeCount,dislikeCount,favoriteCount
data science lectures,You can learn DATA SCIENCE for FREE. I&#39;ll show you how.,eTxyviU0Ddo,2019-02-07T20:00:04Z,6:24,304010,21086,136,0
data science lectures,Introduction to Machine Learning | 365 Data Science Online Course,ZgXSXU8lRgU,2020-07-22T15:00:11Z,1:1:18,4725,190,4,0
data science lectures,Data Science - Part XIV - Genetic Algorithms,lpD38NxTOnk,2015-02-25T20:56:28Z,1:33:50,28530,272,13,0
data science lectures,"Data Analysis:  Clustering and Classification (Lec. 1, part 1)",B0TI2q7wgIQ,2016-02-20T01:08:09Z,26:59,93903,1077,17,0
data science lectures,Lectures on Matrix computation in data science (7.5.2018) - Part 1,n5KlD7NRgA0,2018-05-07T09:41:33Z,54:22,236,6,0,0
data science lectures,"PGC Lectures:  Computer, Difference between data and information, Operation",ImBZg8sjWqI,2017-01-07T09:28:27Z,18:41,28861,417,40,0
data science lectures,Survival Models: Introduction to Survival Analysis | Data Science,Cg0Gl-_6TwM,2014-08-31T22:15:30Z,20:26,98820,332,74,0
data science lectures,Hadley Wickham – “You can&#39;t do data science in a GUI”,cpbtcsGE0OA,2018-03-12T21:30:20Z,1:15:19,22123,301,10,0
data science lectures,Machine Learning Lectures | Introduction to Machine Learning in Hindi | ML #1,eIicc0UTd4M,2018-02-11T15:26:40Z,16:59,140284,1865,86,0
data science lectures,LIVE _ Launch of Online BSc degree /Diploma in Programming and Data Science from IIT Madras,hPaSP8CY7IU,2020-06-30T07:33:08Z,44:18,99264,3651,111,0
data science lectures,MIT Deep Learning Basics: Introduction and Overview,O5xeyoRL95U,2019-01-11T16:47:40Z,1:8:6,649633,12176,258,0
data science lectures,Julia Tutorial | Julia Data Science Basic Full Course [Complete Tutorial] for Beginners [2019],lwj-1mclq0U,2019-10-14T15:30:00Z,4:15:35,19609,399,13,0
data science lectures,Linear Regression Algorithm | Linear Regression in Python | Machine Learning Algorithm | Edureka,E5RjzSK0fvY,2018-06-26T14:28:24Z,28:36,345365,5337,227,0
data science lectures,Olubayo Adekanmbi from MTN and Data Science Nigeria on how AI ecosystems are created,itJO2Lvr6dk,2020-04-14T18:24:30Z,2:28,2621,113,0,0
data science lectures,Lectures on Matrix computation in data science (7.5.2018) - Part 1,n5KlD7NRgA0,2018-05-07T09:41:33Z,54:22,236,6,0,0
data science lectures,"Data Analysis:  Clustering and Classification (Lec. 1, part 1)",B0TI2q7wgIQ,2016-02-20T01:08:09Z,26:59,93903,1077,17,0
data science lectures,Machine Learning Algorithms | Machine Learning Tutorial | Data Science Training | Edureka,Up6KLx3m2ww,2017-05-22T06:03:30Z,45:16,234976,2654,105,0
data science lectures,openSAP Course: Getting Started with Data Science - Teaser Video,70tK2rz7-iA,2017-05-31T13:08:06Z,4:12,2563,37,1,0
data science lectures,MSc in Data Sciences and Business Analytics  - Machine Learning  Part3/7 - Chloé-Agathe Azencott,y1diXhbkBBY,2015-10-12T10:19:34Z,18:15,2198,11,1,0
data science lectures,Statistics Lecture 3.3: Finding the Standard Deviation of a Data Set,4-FysvtxQEU,2011-12-09T13:12:58Z,1:56:10,212770,1391,23,0
data science lectures,Bayesian Data Science: Probabilistic Programming | SciPy 2019 Tutorial | Eric Ma,2wvt6GPZl1U,2019-07-12T05:16:20Z,3:28:59,12521,276,3,0
data science lectures,Overview of Health Care Data Analytics,8vQWWNhjffc,2017-01-12T18:48:09Z,20:50,28091,316,7,0
data science lectures,Survival Models: Introduction to Survival Analysis | Data Science,Cg0Gl-_6TwM,2014-08-31T22:15:30Z,20:26,98820,332,74,0
data science lectures,Math Review for Data Science and Analytics (6/1/2017),7S3Lr7JaPyY,2017-09-12T17:40:04Z,56:16,4113,36,7,0
data science lectures,Linear Regression Algorithm | Linear Regression in R | Data Science Training | Edureka,1-URCcgTBf4,2017-04-17T06:49:36Z,57:6,90226,665,41,0
data science lectures,You can learn DATA SCIENCE for FREE. I&#39;ll show you how.,eTxyviU0Ddo,2019-02-07T20:00:04Z,6:24,304010,21086,136,0
data science lectures,"PGC Lectures:  Computer, Difference between data and information, Operation",ImBZg8sjWqI,2017-01-07T09:28:27Z,18:41,28861,417,40,0
data science lectures,Introduction to BIG Data in Hindi | Small Data Vs BIG Data | Real Life Examples,LOuAOZWJ9RA,2019-06-02T15:27:45Z,12:45,22757,831,13,0
data science lectures,"1. Introduction, Optimization Problems (MIT 6.0002 Intro to Computational Thinking and Data Science)",C1lhuz6pZC0,2017-05-19T15:55:26Z,40:57,238964,2569,34,0
data science lectures,Machine Learning Lectures | Introduction to Machine Learning in Hindi | ML #1,eIicc0UTd4M,2018-02-11T15:26:40Z,16:59,140284,1865,86,0
data science lectures,Julia Tutorial | Julia Data Science Basic Full Course [Complete Tutorial] for Beginners [2019],lwj-1mclq0U,2019-10-14T15:30:00Z,4:15:35,19609,399,13,0
data science lectures,Sabermetrics 101: Baseball Analytics | Andy Andres | Talks at Google,wu2twZdrM-E,2016-06-23T17:59:33Z,1:4:7,47596,629,18,0
data science lectures,Tutorial on Sheaves in Data Analytics: Lecture 5: Categorification and Chain Complexes,TUJQ1MpmDFE,2015-08-26T14:27:16Z,1:5:56,1222,13,0,0
data science lectures,Course Overview,9gfER4p1jXM,2015-06-30T06:13:57Z,28:47,174749,969,19,0
data science lectures,CS 109a: Data Science I: Introduction to Data Science,ck9IdMzm4fw,2018-09-10T14:39:04Z,1:35,2295,13,0,0
data science lectures,Data Science for Engineers - Introduction,XohgKT13FKY,2017-11-24T03:47:14Z,10:35,72598,248,4,0
data science lectures,04/10/17 Data Science for Kaggle Decal Lecture 16: Convolutional Neural Networks + Keras,_XQzT5Ik6Zo,2017-04-11T21:25:13Z,53:8,131,1,0,0
data science lectures,Exploratory Data Analysis,5rTb6AkKhds,2016-12-09T22:38:13Z,59:35,2493,18,0,0
data science lectures,What is A/B Testing? | Data Science in Minutes,zFMgpxG-chM,2018-12-28T23:47:52Z,3:43,62684,1246,58,0
data science lectures,"Tutorial 22-Univariate, Bivariate and Multivariate Analysis- Part1 (EDA)-Data Science",JG8GRlMjp3c,2019-11-27T19:59:11Z,13:11,42779,1015,26,0
data science lectures,Data Science - Part III -  EDA &amp; Model Selection,St-xm35a_nk,2015-01-24T03:44:54Z,1:48:37,46525,381,6,0
data science lectures,Linear Regression Explained in Hindi ll Machine Learning Course,lzGKRSvs5HM,2019-03-10T11:02:48Z,14:20,149912,5037,132,0
data science lectures,Big Data Tutorial For Beginners | What Is Big Data | Big Data Tutorial | Hadoop Training | Edureka,zez2Tv-bcXY,2017-04-25T15:17:33Z,42:34,987361,6800,317,0
data science lectures,protocols and standards |  data communication lectures | Bhanu priya,sjwXCIe7DTA,2018-11-28T01:25:08Z,10:41,41799,448,30,0
data science lectures,Ihaka Lecture Series 2017: Expressing yourself with R,1POb5fx_m3I,2017-03-08T07:14:54Z,1:2:26,9481,,,0
data science lectures,Decision Tree Algorithm With Example | Decision Tree In Machine Learning | Data Science |Simplilearn,RmajweUFKvM,2018-03-20T13:49:08Z,32:40,126228,1548,50,0
data science lectures,noc19-cs33 Lecture 1-Introduction to Big Data,rvJgArru8dI,2019-01-24T10:26:32Z,44:26,18896,51,7,0
data science lectures,Coursera Course &quot;Process Mining: Data science in Action&quot;,jOOI2NBsHd0,2014-09-05T14:41:10Z,3:42,10211,38,0,0
data science lectures,MSc in Data Sciences and Business Analytics  - Machine Learning - Part 7/7 - Chloé-Agathe Azencott,s124URRlMHA,2015-10-12T10:00:45Z,21:41,2139,7,0,0
data science lectures,How To Learn Statistics By Self Study And For Free,8Jo4H1uJLWc,2020-02-18T13:37:24Z,12:41,13790,677,8,0
data science lectures,Data Analytics with Python,4SJ7bEILPJk,2019-11-20T09:26:10Z,2:13,69964,388,2,0
data science lectures,Lecture_2 - Course Introduction: Data Science &amp; Machine Learning using Python,eTcrJ4RIMAg,2020-01-09T20:21:15Z,7:21,165,4,0,0
data science lectures,R Tutorial For Beginners | R Programming Tutorial l R Language For Beginners | R Training | Edureka,eDrhZb2onWY,2017-05-16T15:00:59Z,1:33:0,802424,7193,248,0
data science lectures,"Advanced Algorithms (COMPSCI 224), Lecture 1",0JUN9aDxVmI,2016-07-11T16:31:33Z,1:28:19,5327976,57403,3209,0
data science lectures,Data Preprocessing Steps for Machine Learning &amp; Data analytics,NBm4etNMT5k,2017-04-16T08:30:29Z,3:50,38421,494,20,0
data science lectures,Lectures on Matrix computation in data science (8.5.2018) - Part 1,JWkiPn8fkuY,2018-05-09T08:10:02Z,53:34,404,6,0,0
data science lectures,Statistics For Data Science | Statistics Using R Programming Language | Hypothesis Testing | Edureka,oT87O0VQRi8,2018-11-16T05:45:06Z,25:26,48523,647,22,0
data science lectures,Introduction to Python for Data Science,tA42nHmmEKw,2019-08-23T09:16:09Z,16:1,105081,342,9,0
data science lectures,Foundations of Data Science - Lecture 7 - Singular Value Decomposition - ll,bcpJw4I-Ckg,2017-12-12T16:38:58Z,1:10:20,1279,6,0,0
data science lectures,Lectures on Matrix computation in data science (8.5.2018) - Part 2,ivzqdn5RUtc,2018-05-09T08:25:31Z,30:41,755,6,0,0
data science lectures,Karthik Ganapathy on Data Science- Great Lakes Chennai Chapter Lectures,ocDpLeS5cLk,2016-08-12T10:53:23Z,27:43,211,1,0,0
data science lectures,Predictive Modelling Techniques | Data Science With R Tutorial,0gf5iLTbiQM,2015-09-14T13:41:14Z,3:10:36,238118,1187,70,0
data science lectures,"Big Data, the Science of Learning, Analytics, and Transformation of Education",cYqs0Ei2tFo,2016-03-22T19:43:53Z,20:30,14812,165,1,0
data science lectures,Big Data Analytics| ACCA Exam | ACCA SBL Lectures| ACCA APM Lectures| 3V&#39;s in Big Data|,LDipBzaRAAM,2020-05-31T18:30:02Z,16:2,106,3,0,0
data science lectures,K-Means Clustering Algorithm - Cluster Analysis | Machine Learning Algorithm | Data Science |Edureka,4R8nWDh-wA0,2017-03-01T05:50:18Z,50:19,101847,654,51,0
data science lectures,Artificial Intelligence Full Course | Artificial Intelligence Tutorial for Beginners | Edureka,JMUxmLyrhSk,2019-06-02T08:53:49Z,4:52:51,1041822,23051,411,0
data science lectures,"Data Science - Part XII - Ridge Regression, LASSO, and Elastic Nets",ipb2MhSRGdw,2015-02-11T20:20:50Z,1:4:53,84898,825,22,0
data science lectures,"Ali Ghodsi, Lec 1: Principal Component Analysis",L-pQtGm3VS8,2017-01-23T20:41:53Z,1:11:42,56861,774,12,0
data science lectures,Data Science - Part XVII - Deep Learning &amp; Image Processing,U89BmApmnE8,2015-07-01T10:29:56Z,2:8:50,20021,148,1,0
data science lectures,Lectures on Matrix computation in data science (6.5.2018) - Part 2,juhEwuRGjqg,2018-05-07T07:08:13Z,1:0:35,349,1,0,0
data science lectures,Decision Tree Algorithm &amp; Analysis | Machine Learning Algorithm | Data Science Training | Edureka,opQ49Xr748k,2017-03-23T04:33:22Z,1:21:31,86214,692,42,0
data science lectures,Lecture: &quot;Data Science: The End of Theory?&quot; by David Donoho,PekBM76z2qE,2018-10-02T08:24:41Z,1:51:1,4404,68,0,0
data science lectures,Statistics full Course for Beginner | Statistics for Data Science,74oUwKezFho,2019-03-30T13:46:28Z,8:15:2,378299,10083,133,0
data science lectures,Ravi Kannan -- Foundations of Data Science,eo2CSgmfO2I,2014-04-03T15:38:48Z,1:10:33,8444,54,0,0
data science lectures,Develop a Data Science Project | Solving a Data Science Problem | Data Science Tutorial | Edureka,VuzXviaNdjk,2015-03-09T09:45:59Z,54:35,47519,379,34,0
data science lectures,Data Science - Part IX -  Support Vector Machine,fMWjhQ2UcNs,2015-01-26T18:54:01Z,31:14,12015,67,0,0
data science lectures,Lectures on Matrix computation in data science (6.5.2018) - Part 1,zgkq5j8ErGs,2018-05-07T06:13:51Z,36:58,635,7,0,0
data science lectures,Python Variables-Python For Data Science||Data Science For Begginers||Philodiscite,ubWQAxfulzQ,2020-08-14T19:41:43Z,2:20,57,12,0,0
data science lectures,Introduction to Big Data Analytics : A Webinar,3SK9iJNYehg,2014-05-19T07:43:53Z,1:4:9,113057,359,37,0
data science lectures,Advanced data science lecture 12,ObagtbCKLz0,2019-04-10T02:00:23Z,43:43,19,1,0,0
data science lectures,Big Data Analytics Lectures | Euclidean Distance  with Solved Example in Hindi,yM2JbjM2-kU,2018-04-12T13:22:40Z,7:36,21078,177,20,0
data science lectures,Introduction to Online Experimentation and A/B Testing,SenRDCwBjdo,2017-01-12T00:40:16Z,2:28:52,5325,58,4,0
data science lectures,Data Science for Social Good Data Fest 2018 - Introduction,X1hs4aoTQ6c,2018-09-04T18:45:56Z,16:15,886,7,1,0
data science lectures,Introduction to Clustering,4cxVDUybHrI,2019-03-13T19:27:05Z,5:13,21007,431,15,0
data science lectures,Machine Learning Course,uJktVpvYhNQ,2018-08-31T04:42:04Z,22:26,114260,2875,114,0
data science lectures,"COVID-19 | Coronavirus: Epidemiology, Pathophysiology, Diagnostics",PWzbArPgo-o,2020-03-16T20:00:33Z,50:39,4903075,84452,2823,0
data science lectures,Data Science @Stanford Trevor Hastie 10/21/2015,zBk3PK3g-Fc,2015-11-05T21:02:36Z,59:0,29977,371,6,0
data science lectures,Microsoft Data Science Curriculum | Microsoft on edX,NIYdmJ3PNLI,2016-05-13T21:38:24Z,1:51,16277,106,4,0
data science lectures,Big Data Analytics Lectures | Introduction to Hadoop  in Hindi| Part 1,jijK6GiU528,2018-02-22T15:22:57Z,10:1,50232,532,42,0
data science lectures,Learn Data @ Bash Shell - Data Science for Beginners (Course Introduction),rJXjibRPfzM,2017-10-02T02:50:02Z,2:0,315,,,0
data science lectures,Advanced data science lecture 18,kJE5iHAvdwY,2019-05-08T10:01:26Z,43:15,22,1,0,0
data science lectures,Data Structures &amp; Algorithms #1 - What Are Data Structures?,bum_19loj9A,2018-03-12T05:19:30Z,16:35,1197649,23268,386,0
data science lectures,Data Analytics: Week 3 : Data Preprocessing,2e4fgSgn64Q,2016-04-01T07:52:40Z,1:16:5,25976,221,8,0
data science lectures,Data Analytics for Beginners | Introduction to Data Analytics | Data Analytics Tutorial,THODdNXOjRw,2017-04-06T16:14:43Z,1:27:18,335920,2063,186,0
data science lectures,Introduction to Data Science with R,Fa9gghVBlk4,2014-11-03T19:13:01Z,2:7,14881,42,2,0
data science lectures,"Time Series Forecasting Theory | AR, MA, ARMA, ARIMA | Data Science",Aw77aMLj9uM,2016-02-06T23:50:30Z,53:14,545745,4206,371,0
data science lectures,Difference between Data Warehouse and Data Mining - DWDM Lectures,xkrN5d7jcB0,2019-08-22T13:42:10Z,4:59,10714,110,7,0
data science lectures,Quantitative Data Analysis for Undergraduate Students - Lecture 01/06,r6yhQ9KlnEw,2020-08-08T22:25:25Z,1:13:21,1396,67,1,0
data science lectures,Session 1 Lecture - Data Science &amp; Structural Biology Course - 02/23/2016,ENQe0w-IgXY,2016-02-24T20:07:50Z,1:14:57,1847,14,0,0
data science lectures,Lecture - 1 Introduction to Data Structures and Algorithms,zWg7U0OEAoE,2008-09-24T08:46:22Z,53:31,1836346,5173,242,0
data science lectures,Data Integrity| Entity Integrity| Referential Integrity| ICS Part-2 Computer Science Lectures,nIZfjA0pKH0,2020-08-06T18:53:23Z,8:35,295,40,0,0
data science lectures,Theory of Science Foundations - Lecture 1- Introduction,jN02T2UK_fY,2020-08-15T16:00:09Z,40:13,1883,154,6,0
data science lectures,01 Data Analytics: Statistics,OEvELm66NNo,2018-09-11T17:49:22Z,42:33,14573,173,0,0
data science lectures,Class - 9 Data Science Training | Time Series Analysis Tutorial For Beginners | Edureka,w_WfXFrLowc,2019-10-22T15:49:00Z,1:5:21,4375,79,3,0
data science lectures,Data Science and AI in Pharma and Healthcare (CXOTalk #275),Mjw7HOLLTY4,2018-02-04T19:36:55Z,45:16,9852,86,2,0
data science lectures,04/17/17 Data Science for Kaggle Decal Lecture 18: Unsupervised Learning,ngfRocIIM48,2017-04-18T04:10:14Z,59:4,104,0,0,0
data science lectures,Data Mining | Tutorial for Beginners [Part 1] | Intro to Big Data | Great Learning,bz0N-WP2FQE,2019-01-30T09:26:53Z,14:39,7827,51,6,0
data science lectures,Statistics for Data Science 2018 Part 1 | Statistics Tutorial For Beginners | Data Science Tutorial,c27EwKNIanQ,2018-05-18T14:21:49Z,1:19:3,133051,1872,67,0
data science lectures,DATA MINING | WHY AND WHAT OF DATA MINING| DATA MINING LECTURES,0Q7j7sv4rns,2019-06-14T10:12:02Z,7:54,12931,151,8,0
data science lectures,Statistical data analysis | Statistical Data Science | Part 1,dVEdViOurR0,2019-09-29T13:37:32Z,3:40:37,16966,476,4,0
data science lectures,Statistics &amp; Probability in Data Science | Data Science Tutorial | Intellipaat,hjljlbSVgPE,2017-09-16T09:29:30Z,23:32,4805,26,10,0
data science lectures,Lectures on Matrix computation in data science (7.5.2018) - Part 2,VIAVIzVVwVk,2018-05-08T07:37:05Z,48:53,166,0,0,0
data science lectures,DATA &amp; ANALYTICS - IoT - from small data to big data: Building solutions with connected devices,8NbP07OEGsQ,2016-03-29T00:07:55Z,34:27,22751,198,7,0
data science lectures,Market Basket Analysis | Association Rules | R Programming | Data Prediction Algorithm,E2q-aCbpefo,2017-03-19T06:14:20Z,10:37,18942,109,18,0
data science lectures,Market Basket Analysis | Association Rules Mining | Data Mining Lectures,sVFmbBOXo7A,2019-06-12T12:31:04Z,5:24,3322,62,4,0
data science lectures,Data Science in Hindi,qcqT5SqE8BY,2019-02-25T12:30:02Z,9:46,250224,9861,327,0
data science lectures,Introduction to Data Mining,bXbyty4ll5o,2018-08-31T03:10:16Z,7:18,12423,84,6,0
data science lectures,Data Cleaning Process Steps / Phases [Data Mining] Easiest Explanation Ever (Hindi),p8pdxLU1zMI,2018-08-22T11:05:26Z,4:26,68391,1626,32,0
data science lectures,How to Get an Entry-Level Data Scientist Job?,tJPURyKJAR4,2020-02-12T17:07:09Z,9:58,77929,2395,51,0
data science lectures,SAS Tutorials For Beginners | SAS Training | SAS Tutorial For Data Analysis | Edureka,JPATJfQNSlQ,2017-06-08T14:47:36Z,57:36,98160,651,33,0
data science lectures,How I got Google Cloud Professional Data Engineer Certified,bedzsHNSKnA,2019-04-27T12:20:52Z,20:0,196850,4185,157,0
data science lectures,Causal Inference,NzBTnzWiQno,2017-03-24T18:29:17Z,1:2:11,4472,53,2,0
data science lectures,Python Tutorial For Beginners | Python Full Course From Scratch | Python Programming | Edureka,vaysJAMDaZw,2019-03-10T10:04:09Z,7:13:34,848008,13999,290,0
data science lectures,Big Data Analytics | Tutorial #27 | Page Rank Computation (Solved Problem),qvy3YnrIWns,2017-05-20T13:05:39Z,9:10,25499,275,32,0
data science lectures,Data Science Part 1,awRW5v5eK9I,2020-03-31T12:57:22Z,13:59,99,3,0,0
data science lectures,Business Data Analysis with Excel,iO0KpDc0-30,2017-03-09T04:40:16Z,1:46:44,67455,577,41,0
data science lectures,Data Science Workflows using Docker Containers,oO8n3y23b6M,2017-11-15T02:09:06Z,32:10,25873,503,4,0
data science lectures,Python Tutorial - Python for Beginners [Full Course],_uQrJ0TkZlc,2019-02-18T15:00:08Z,6:14:7,12326822,385958,3015,0
data science lectures,Session 3 Lecture - Data Science &amp; Structural Biology Course - 03/08/2016,MTGnkIbACAI,2016-03-09T13:43:28Z,1:15:19,178,3,0,0
data science lectures,Christmas Lectures 2019: How to Bend the Rules - Hannah Fry,TtisQ9yZ2zo,2020-02-10T17:29:49Z,59:16,60945,1712,60,0
data science lectures,Random Variables and Probability Distributions,WSANiPbatHc,2015-07-07T11:03:38Z,23:38,58329,204,6,0
data science lectures,Logistic Regression in Python | Logistic Regression Example | Machine Learning Algorithms | Edureka,VCJdg7YBbAQ,2018-05-29T13:51:28Z,53:41,197568,2794,95,0
data science lectures,Microsoft Excel Tutorial for Beginners | Excel Training | Excel Formulas and Functions | Edureka,RdTozKPY_OQ,2019-03-24T09:27:34Z,4:24:17,1494856,23733,524,0
data science lectures,Signal Processing in Financial Applications | Dr Tuncer Aysal | Big Data Analytics Conference 2015,_BjoMt5o4jk,2015-09-29T10:00:18Z,24:23,3560,43,3,0
data science lectures,ARIMA in Python - Time Series Forecasting Part 2 - Datamites Data Science Projects,D9y6dcy0xK8,2018-09-28T08:43:52Z,38:21,69718,1108,37,0
data science lectures,Lecture 0 - Course Administration,78dUCOF9zxE,2017-02-23T20:58:27Z,44:15,13334,96,0,0
data science lectures,data science vs actuarial science video,hEaTz3QjPzA,2020-06-23T14:50:20Z,40,52,5,0,0
data science lectures,"Importing , Checking and Working with Data in R | R Tutorial 1.7 | MarinStatsLectures",U4-RnTW5dfw,2013-08-08T09:31:54Z,8:46,394197,1681,28,0
data science lectures,Data Mining using R | Data Mining Tutorial for Beginners | R Tutorial for Beginners | Edureka,BB2O4VCu5j8,2017-11-08T14:23:20Z,36:36,129055,1264,50,0
data science lectures,Big Data Analytics Tutorial | Big Data Analytics for Beginners | Hadoop Tutorial | Edureka,aRReF-lvyPQ,2017-02-27T05:47:42Z,39:44,28598,152,15,0
data science lectures,Naive Bayes Classifier Tutorial | Naive Bayes Classifier Example | Naive Bayes in R | Edureka,psHrcSacU9Y,2017-05-29T06:18:18Z,1:4:6,65835,513,28,0
data science lectures,Probability: Types of Distributions,b9a27XN_6tg,2019-03-18T10:30:52Z,7:24,45838,1118,26,0
data science lectures,Coronavirus Outbreak Prediction Using Machine Learning | Predicted vs Actual | Simplilearn,sHWKN5dakPw,2020-03-18T15:10:46Z,31:4,85949,732,117,0
data science lectures,DataScience@SMU- Course Overview: Econometrics,ouTHvVRfOz8,2016-03-14T18:33:54Z,4:8,829,1,1,0
data science lectures,NASSCOM: Big Data &amp; Analytics Summit 2017 - Session I: Opening Keynote,P_6Y71F_F7U,2017-06-29T09:54:04Z,35:4,1179328,15642,612,0
data science lectures,1. Introduction to Poker Theory,OTkq4OsG_Yc,2015-06-05T15:43:53Z,30:49,515548,3703,252,0
data science lectures,Data-Driven Control: Linear System Identification,6F2YVsT9dOs,2018-06-10T19:23:14Z,20:16,23491,468,3,0
data science lectures,Network Analysis Tutorial: Introduction to Networks,xnX555j2sI8,2017-03-24T13:49:33Z,4:16,42113,228,6,0
data science lectures,1. What is Computation?,nykOeWgQcHM,2019-07-31T15:15:20Z,43:6,294053,4123,57,0
data science lectures,Data Dissemination in Sensor Network – Flooding and Gossiping | ASN Lectures,PTsqcFbcONE,2019-05-06T12:12:33Z,8:7,4241,32,3,0
data science lectures,INTRODUCTION TO DATA MINING IN HINDI,zgOhXy3FFTM,2016-01-06T21:09:27Z,15:39,135074,1056,99,0
data science lectures,1. Introduction to Statistics,VPZD_aij8H0,2017-10-30T16:08:26Z,1:18:3,679810,7683,249,0
data science lectures,Statistics Course Overview | Best Statistics Course | MarinStatsLectures,AN3UkzE3HMg,2018-08-01T00:55:18Z,14:7,49765,725,4,0
data science lectures,Data Mining Lecture - - Data Analytics life cycle (Eng-Hindi),L9uRq8CT5N4,2016-11-24T15:31:15Z,6:40,27488,250,25,0
data science lectures,How to Start Coding | Programming for Beginners | Learn Coding | Intellipaat,HIj8wU_rGIU,2020-02-25T15:43:31Z,33:8,808024,23717,968,0
data science lectures,R Programming Tutorial - Learn the Basics of Statistical Computing,_V8eKsto3Ug,2019-06-06T14:12:38Z,2:10:39,907647,14994,600,0
data science lectures,SJEC Lectures: Big Data Analytics: Module 2.2,TVyQZikCwyA,2020-05-10T11:56:02Z,8:49,13,0,0,0
data science lectures,Data Science - Part V -  Decision Trees &amp; Random Forests,OByOgGXq76A,2015-01-24T02:29:11Z,51:7,74338,330,33,0
data science lectures,Python Full Course - Learn Python in 12 Hours | Python Tutorial For Beginners | Edureka,WGJJIrtnfpk,2019-12-01T08:51:45Z,11:56:22,1630901,35462,697,0
data science lectures,Introduction to NLP (Natural Language Processing) | Data Science with Python | Lectures 2020,phEzZCgheHw,2020-05-24T15:02:53Z,2:18,14,0,0,0
data science lectures,SJEC Lectures: Big Data Analytics : Module 2.1,O9tYKOHGUZ4,2020-05-03T12:13:27Z,5:51,18,0,0,0
data science lectures,6. Apriori Algorithm with an example,h_l3b2CIQ_o,2018-12-13T07:30:01Z,16:7,92677,1372,56,0
data science lectures,Lecture 07 - The VC Dimension,Dc0sr0kdBVI,2012-04-26T16:55:56Z,1:13:31,146301,663,17,0
data science lectures,PROC SQL In SAS | Data Science Tutorial | Simplilearn,hX02sbsmb_w,2017-08-11T14:30:02Z,15:30,39321,374,6,0
data science lectures,Big Data Analytics Lectures |  Collaborative  Filtering with Solved Example in Hindi,uqTxqvqvjC8,2018-04-12T13:27:38Z,19:46,22115,384,19,0
data science lectures,Professor Helen Margetts: &quot;The Data Science of Politics&quot;,LH3vvA7PL1U,2016-04-01T12:01:30Z,1:2:5,2200,17,0,0
data science lectures,SJEC Lectures: Big Data Analytics: Module 1.5,xzyE6-o2rLQ,2020-04-23T07:02:28Z,10:24,25,0,0,0
data science lectures,SQL Tutorial - Full Database Course for Beginners,HXV3zeQKqGY,2018-07-02T17:13:32Z,4:20:39,4459692,78693,1047,0
data science lectures,Introduction to Advanced Statistical Techniques and Its Applications | Data Analysis -Great Learning,W9ysXBsjDfo,2018-02-05T15:00:04Z,6:27,18846,113,17,0
data science lectures,Time Series Analysis - 1 | Time Series in Excel | Time Series Forecasting | Data Science|Simplilearn,gj4L2isnOf8,2018-07-02T13:48:08Z,32:49,81724,911,52,0
data science lectures,Intro to Understanding Data,EhcWQmg9EeE,2016-09-27T14:11:59Z,2:59,16760,145,2,0
data science lectures,Data Mining (Spring 2020) - Lecture 1,pbFm-TGmm5U,2020-01-06T23:55:10Z,1:16:13,398,3,0,0
data science lectures,5. Random Walks,6wUD_gp5WeE,2017-05-19T14:22:41Z,49:21,82170,879,22,0
data science lectures,11/02/16 Data Science with Kaggle Decal Lecture 16: Neural Networks,Gom41s9X2g4,2016-11-04T00:28:51Z,35:7,58,0,0,0
data science lectures,Hubs and Authority and Hits Algorithm in hindi | Big data analytics Lectures,SV35UIMX2t0,2018-04-30T13:47:47Z,21:5,31333,474,39,0
data science lectures,Webinar: Managing Data Science Organisations,PL0Sn6Tv3fE,2020-08-13T03:42:30Z,1:3:41,52,3,0,0
data science lectures,04/05/17 Data Science for Kaggle Decal Lecture 15: Learning How Neural Networks Learn,yB-2lG49raE,2017-04-11T23:13:59Z,51:12,77,0,0,0
data science lectures,ACM-IMS Interdisciplinary Summit on the Foundations of Data Science,HRCqkBt91xU,2019-07-08T17:54:32Z,5:58:55,2398,43,0,0
data science lectures,Statistical Inference Definition with Example | Statistics Tutorial #18 | MarinStatsLectures,wyu7uUbVYYM,2018-08-31T02:24:03Z,5:30,8029,115,5,0
data science lectures,Association Rule Mining | Data Science | Edureka,Z6sOGhXDdIg,2014-09-01T11:27:07Z,43:22,35531,51,33,0
data science lectures,Data Mining – Link Analysis and its Applications | DWDM Lectures,MjdL8V77fNk,2019-10-10T11:19:12Z,6:8,3887,22,0,0
data science lectures,Linear Discriminant Analysis| Data Science | Statistical Modelling,1Z7JiTp9Y90,2014-08-30T09:55:18Z,6:56,53878,117,134,0
data science lectures,IIT Madras- Vajra  Colloquium Series Lectures- Prof. Srinivasan Parthasarathy,5qrP9JayI0g,2018-09-10T11:38:01Z,55:25,413,6,0,0
data science lectures,Subsetting (Sort/Select) Data in R with Square Brackets | R Tutorial 1.9| MarinStatsLectures,jGf7WNh-LX8,2013-08-08T20:31:43Z,4:39,241085,1153,11,0
data science lectures,Optimization and Data Science: Lecture 2: Mathematical Basics,sSNJMok700I,2020-04-06T09:21:36Z,47:18,145,1,0,0
data science lectures,Python for Data Science Batch -2 Day 2,E5fvbSVD2ss,2020-06-10T02:10:12Z,1:51:15,107,2,0,0
